No. estimates in the population,3,,,,,,,,,,,,,,,,
Standard Deviation,15.6,,,,,,,,,,,,,,,,
Mean,24.0,,,,,,,,,,,,,,,,
95% confidence region,17.7,,,,,,,,,,,,,,,,
Poplar K2O 1,14.9,kg/ha/yr,Perlack R.D.  J.W. Ranney  L.L. Wright. 1992. Environmental Emissions and Socioeconomic Considerations in the Production  Storage  and Transportation of Biomass Energy Feedstocks. ,,,,,,,,,,,,,,
Poplar K2O 2,42.0,kg/ha/yr,Dubuisson  X.  Sintzoff  I.  1998. Energy and CO2 balances in different power generation routes using wood fuel from short rotation coppice. Biomass and Bioenergy 15  379-390.,,,,,,,,,,,,,,
Poplar K2O 3,15.0,kg/ha/yr,Welke S. 2006. Wood-ethanol plantations: Implications for sustainable forest management. Sustainable Forest Management Network No. 23. ISSN 1715-0981.,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Willow N rate stats,80,,,,,,,,,,,,,,,,
No. estimates in the population,6,,,,,,,,,,,,,,,,
Standard Deviation,19.0,,,,,,,,,,,,,,,,
Mean,80.17,,,,,,,,,,,,,,,,
95% confidence region,15.2,,,,,,,,,,,,,,,,
Willow N rates 1,81,kg/ha/yr,Börjesson  P.I.I.  1996. Energy analysis of biomass production and transportation. Biomass and Bioenergy 11  305-318.,,,,,,,,,,,,,,
Willow N rates 3,70,kg/ha/yr,Lettens  S.  Muys  B.  Ceulemans  R.  Moons  E.  Garcia  J.  Coppin  P.  2003. Energy budget and greenhouse gas balance evaluation of sustainable coppice systems for electricity production. Biomass and Bioenergy 24  179-197.,,,,,,,,,,,,,,
Willow N rates 6,100,kg/ha/yr,Heller  M.C.  Keoleian  G.A.  Volk  T.A.  2003. Life cycle assessment of a willow bioenergy cropping system. Biomass and Bioenergy 25  147-165.,,,,,,,,,,,,,,
Willow N rates 4,50,kg/ha/yr,Bussel  L.v.  2006. The potential of a short-rotation willow plantation to mitigate climate change. Wageningen University  Wageningen  the Netherlands  p. 51.,,,,,,,,,,,,,,
Willow N rates 1,100,kg/ha/yr,Thyo K.A.  and H. Wenzel. 2007. Life cycle assessment of biogass from maize silage and manure. http://www.biogasmax.eu/media/life_cycle_assess__074696200_1349_02092008.pdf,,,,,,,,,,,,,,
Willow N rates 2,80,kg/ha/yr,Boehmel  C.  Lewandowski  I.  Claupein  W.  2008. Comparing annual and perennial energy cropping systems with different management intensities. Agricultural Systems 96  224-236.,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Willow P2O5 rate stats,15,,,,,,,,,,,,,,,,
No. estimates in the population,4,,,,,,,,,,,,,,,,
Standard Deviation,12.8,,,,,,,,,,,,,,,,
Mean,15.25,,,,,,,,,,,,,,,,
95% confidence region,12.5,,,,,,,,,,,,,,,,
Willow P2O5 rates 1,11,kg/ha/yr,Börjesson  P.I.I.  1996. Energy analysis of biomass production and transportation. Biomass and Bioenergy 11  305-318.,,,,,,,,,,,,,,
Willow P2O5 rates 2,30,kg/ha/yr,Lettens  S.  Muys  B.  Ceulemans  R.  Moons  E.  Garcia  J.  Coppin  P.  2003. Energy budget and greenhouse gas balance evaluation of sustainable coppice systems for electricity production. Biomass and Bioenergy 24  179-197.,,,,,,,,,,,,,,
Willow P2O5 rates 3,0,kg/ha/yr,Heller  M.C.  Keoleian  G.A.  Volk  T.A.  2003. Life cycle assessment of a willow bioenergy cropping system. Biomass and Bioenergy 25  147-165.,,,,,,,,,,,,,,
Willow P2O5 rates 4,20,kg/ha/yr,Thyo K.A.  and H. Wenzel. 2007. Life cycle assessment of biogass from maize silage and manure. http://www.biogasmax.eu/media/life_cycle_assess__074696200_1349_02092008.pdf,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Willow K2O rate stats,40,,,,,,,,,,,,,,,,
No. estimates in the population,4,,,,,,,,,,,,,,,,
Standard Deviation,32.0,,,,,,,,,,,,,,,,
Mean,40.25,,,,,,,,,,,,,,,,
95% confidence region,31.4,,,,,,,,,,,,,,,,
Willow K2O rates 1,29,kg/ha/yr,Börjesson  P.I.I.  1996. Energy analysis of biomass production and transportation. Biomass and Bioenergy 11  305-318.,,,,,,,,,,,,,,
Willow K2O rates 2,65,kg/ha/yr,Lettens  S.  Muys  B.  Ceulemans  R.  Moons  E.  Garcia  J.  Coppin  P.  2003. Energy budget and greenhouse gas balance evaluation of sustainable coppice systems for electricity production. Biomass and Bioenergy 24  179-197.,,,,,,,,,,,,,,
Willow K2O rates 3,0,kg/ha/yr,Heller  M.C.  Keoleian  G.A.  Volk  T.A.  2003. Life cycle assessment of a willow bioenergy cropping system. Biomass and Bioenergy 25  147-165.,,,,,,,,,,,,,,
Willow K2O rates 4,67,kg/ha/yr,Thyo K.A.  and H. Wenzel. 2007. Life cycle assessment of biogass from maize silage and manure. http://www.biogasmax.eu/media/life_cycle_assess__074696200_1349_02092008.pdf,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
General lime (CaCO3) rates,Value,unit,,,,,,,,,,,,,,,
Rate for all crops,643,kg/ha/yr,PSU  2010. Summary report soils test results and recommendations. Agricultural Analytical Services Lab. Penn State University.,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Seed rates,,,,,,,,,,,,,,,,,
Barley rate stats,92,,,,,,,,,,,,,,,,
No. estimates in the population,2,,,,,,,,,,,,,,,,
Standard Deviation,11.7,,,,,,,,,,,,,,,,
Mean,92.25,,,,,,,,,,,,,,,,
95% confidence region,16.2,,,,,,,,,,,,,,,,
seed barley 1,100.5,kg/ha/yr,West  T. O.  and G. Marland. 2002. A synthesis of carbon sequestration  carbon emissions  and net carbon flux in agriculture: comparing tillage practices in the United States.Agriculture  Ecosystems & Environment 91:217–232.,,,,,,,,,,,,,,
seed barley 2,84.0,kg/ha/yr,Clark  A.2007. Managing cover crops profitably.Sustainable Agriculture Network http://www.sare.org/publications/covercrops/covercrops.pdf,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Corn rate stats,21.0,,,,,,,,,,,,,,,,
No. estimates in the population,7,,,,,,,,,,,,,,,,
Standard Deviation,1.4,,,,,,,,,,,,,,,,
Mean,21.0,,,,,,,,,,,,,,,,
95% confidence region,1.0,,,,,,,,,,,,,,,,
seed corn 1,20.7,kg/ha/yr,Chancellor  W.J.1978.  The role of fuel and electrical energy in increasing production from traditionally based agriculture. Trans. ASAE 21 1060-7.,,,,,,,,,,,,,,
seed corn 2,21.4,kg/ha/yr,Graboski  M. 2002.Fossil energy use in the manufacture of corn ethanol. National Corn Growers Association Washington  DC  2002. Also available at www.ncga.com/ethanol/main.,,,,,,,,,,,,,,
seed corn 3,20.5,kg/ha/yr,West  T. O.  and G. Marland. 2002. A synthesis of carbon sequestration  carbon emissions  and net carbon flux in agriculture: comparing tillage practices in the United States.Agriculture  Ecosystems & Environment 91:217–232.,,,,,,,,,,,,,,
seed corn 4,18.9,kg/ha/yr,Patzek  P.  2004 Thermodynamics of the corn-ethanol biofuel cycle:Critical Reviews in Plant Sciences  in press.,,,,,,,,,,,,,,
seed corn 5,23.6,kg/ha/yr,Shapouri H.  J. A. Duffield  A. Mcaloon. 2004. The 2001 Net Energy Balance of Corn-Ethanol. paper presented at the Corn Utilization and Technology Conference  Indianapolis  June 7-9 .,,,,,,,,,,,,,,
seed corn 6,21.0,kg/ha/yr,Pimentel D. and T. W. Patzek.2005.Ethanol Production Using Corn  Switchgrass  and Wood;Biodiesel Production Using Soybean and Sunflower.Natural Resources Research  Vol. 14  No. 1.,,,,,,,,,,,,,,
seed corn 7,21.0,kg/ha/yr,de Oliveira  M. E. D.  B. E. Vaughan  and E. J. Rykiel Jr.2005.Ethanol as Fuel: Energy Carbon Dioxide Balances and Ecological Footprint. BioScience 55 593.,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Rye rate stats,93.1,,,,,,,,,,,,,,,,
No. estimates in the population,4,,,,,,,,,,,,,,,,
Standard Deviation,26.0,,,,,,,,,,,,,,,,
Mean,93.1,,,,,,,,,,,,,,,,
95% confidence region,25.5,,,,,,,,,,,,,,,,
seed rye 1,78.4,kg/ha/yr,Pimentel D. 1980. Handbook of Energy Utilization in Agriculture. Boca Raton FL: CRC Press.,,,,,,,,,,,,,,
seed rye 2,67.2,kg/ha/yr,Nemecek  T. and S. Erzinger.2003. Agricultural production systems. Ecoinvent.org.http://www.ecoinvent.org/fileadmin/documents/en/presentation_papers/agriculture_DF_eng.pdf,,,,,,,,,,,,,,
seed rye 3,126,kg/ha/yr,Duiker  S.W. and W.S. Curran. 2005. Rye cover crop management for corn production in the northern mid-atlantic region. Agron.J. 97:1413-1418.,,,,,,,,,,,,,,
seed rye 4,100.8,kg/ha/yr,Clark  A.2007. Managing cover crops profitably.Sustainable Agriculture Network http://www.sare.org/publications/covercrops/covercrops.pdf,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Wheat rate stats,133,,,,,,,,,,,,,,,,
No. estimates in the population,7,,,,,,,,,,,,,,,,
Standard Deviation,43.0,,,,,,,,,,,,,,,,
Mean,132.5,,,,,,,,,,,,,,,,
95% confidence region,31.9,,,,,,,,,,,,,,,,
seed wheat 7,92.7,kg/ha/yr,Pimentel D. 1980. Handbook of Energy Utilization in Agriculture. Boca Raton FL: CRC Press.,,,,,,,,,,,,,,
seed wheat 1,170,kg/ha/yr,Borjesson P.I.I.1996.Energy analysis of biomass production and transportation.Biomass and Bioenergy vol. 11 n.4 pp. 305-318.,,,,,,,,,,,,,,
seed wheat 6,120.0,kg/ha/yr,Gover M.P. S.A. Collings  G.S.Hitchcock  D.P.Moon and G.T. Wilkins.1996. Alternative Road Transport Fuels-A preliminary Life Cycle Study for the UK. Vol. 2. ETSU  London HMSO.,,,,,,,,,,,,,,
seed wheat 5,185.0,kg/ha/yr,Richards I.A.2000. Energy balances in the growth of oilseed rape for biodiesel and wheat for bioethanol. BABFO - British Association for Bio Fuels and Oils. http://bloomingfutures.com/uploads/Levington%20Agricultural%20Report%202000.pdf,,,,,,,,,,,,,,
seed wheat 2,175.3,kg/ha/yr,West  T. O.  and G. Marland. 2002. A synthesis of carbon sequestration  carbon emissions  and net carbon flux in agriculture: comparing tillage practices in the United States.Agriculture  Ecosystems & Environment 91:217–232.,,,,,,,,,,,,,,
seed wheat 4,100.8,kg/ha/yr,Clark  A.2007. Managing cover crops profitably.Sustainable Agriculture Network http://www.sare.org/publications/covercrops/covercrops.pdf,,,,,,,,,,,,,,
seed wheat 3,84.0,kg/ha/yr,NDSU Extension Service. 2009.Bushel weights and suggested seeding rates for various crops.Accessed in January 2009. http://www.ag.ndsu.edu/procrop/sds/susrvc04.htm,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Alfalfa rate stats,14.6,,,,,,,,,,,,,,,,
No. estimates in the population,2,,,,,,,,,,,,,,,,
Standard Deviation,3.2,,,,,,,,,,,,,,,,
Mean,14.56,,,,,,,,,,,,,,,,
95% confidence region,4.4,,,,,,,,,,,,,,,,
alfalfa seed 1,16.8,kg/ha/yr,Rankin  M. 2008. Determining the optimum alfalfa seeding rate . University of Wisconsin. http://www.uwex.edu/ces/crops/uwforage/AlfSeedingRate-FOF.pdf,,,,,,,,,,,,,,
alfalfa seed 2,12.3,kg/ha/yr,NDSU Extension Service. 2009.Bushel weights and suggested seeding rates for various crops.Accessed in January 2009. http://www.ag.ndsu.edu/procrop/sds/susrvc04.htm,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Red clover rate stats,8.2,,,,,,,,,,,,,,,,
No. estimates in the population,5,,,,,,,,,,,,,,,,
Standard Deviation,1.8,,,,,,,,,,,,,,,,
Mean,8.20,,,,,,,,,,,,,,,,
95% confidence region,1.6,,,,,,,,,,,,,,,,
clover seed 1,6.3,kg/ha/yr,Borjesson P.I.I.1996.Energy analysis of biomass production and transportation.Biomass and Bioenergy vol. 11 n.4 pp. 305-318.,,,,,,,,,,,,,,
clover seed 2,7.8,kg/ha/yr,West  T. O.  and G. Marland. 2002. A synthesis of carbon sequestration  carbon emissions  and net carbon flux in agriculture: comparing tillage practices in the United States.Agriculture  Ecosystems & Environment 91:217–232.,,,,,,,,,,,,,,
clover seed 3,10.1,kg/ha/yr,Clark  A.2007. Managing cover crops profitably.Sustainable Agriculture Network http://www.sare.org/publications/covercrops/covercrops.pdf,,,,,,,,,,,,,,
clover seed 4,6.72,kg/ha/yr,Clark  A.2007. Managing cover crops profitably.Sustainable Agriculture Network http://www.sare.org/publications/covercrops/covercrops.pdf,,,,,,,,,,,,,,
clover seed 5,10.08,kg/ha/yr,NDSU Extension Service. 2009.Bushel weights and suggested seeding rates for various crops.Accessed in January 2009. http://www.ag.ndsu.edu/procrop/sds/susrvc04.htm,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Canola seed rate,5.6,kg/ha/yr,Frier  M.C.  and G. W. Roth. 2009. Canola or Rapeseed Production in Pennsylvania. Department of Crop and Soil Sciences  Penn State University. Available at http://downloads.cas.psu.edu/RenewableEnergy/CanolaProduction.pdf,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Soybean rate stats,72.3,,,,,,,,,,,,,,,,
No. estimates in the population,3,,,,,,,,,,,,,,,,
Standard Deviation,9.3,,,,,,,,,,,,,,,,
Mean,72.3,,,,,,,,,,,,,,,,
95% confidence region,10.5,,,,,,,,,,,,,,,,
seed soybean 1,73.0,kg/ha/yr,Pimentel D. 1980. Handbook of Energy Utilization in Agriculture. Boca Raton FL: CRC Press.,,,,,,,,,,,,,,
seed soybean 2,81.2,kg/ha/yr,West  T. O.  and G. Marland. 2002. A synthesis of carbon sequestration  carbon emissions  and net carbon flux in agriculture: comparing tillage practices in the United States.Agriculture  Ecosystems & Environment 91:217–232.,,,,,,,,,,,,,,
seed soybean 3,62.72,kg/ha/yr,NDSU Extension Service. 2009.Bushel weights and suggested seeding rates for various crops.Accessed in January 2009. http://www.ag.ndsu.edu/procrop/sds/susrvc04.htm,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Sugar beet energy stats,5.4,,,,,,,,,,,,,,,,
No. estimates in the population,5,,,,,,,,,,,,,,,,
Standard Deviation,2.9,,,,,,,,,,,,,,,,
Mean,5.36,,,,,,,,,,,,,,,,
95% confidence region,2.5,,,,,,,,,,,,,,,,
sugar beet seed 1,4.00,kg/ha/yr,"Kaltschmitt  M.  G.A. Reinhardt. 1997. ""Nachwachsende energietrager - Grudlagen  verfaben  okologische bilanzierung"". (Renewable energy sources  basis  processess and ecological balance). Vieweg  Branschweig/Weisbaden  Germany",,,,,,,,,,,,,,
sugar beet seed 2,10.00,kg/ha/yr,Mrini  M.  F. Senhaji  and D. Pimentel. 2002. Energy analysis of sugar beet production under traditional and intensive farming systems and impacts on sustainable agriculture in Morocco. Journal of sustainable agriculture  vol. 20.,,,,,,,,,,,,,,
sugar beet seed 3,6.36,kg/ha/yr,Harris B. and P. Barry. 2004. The effects of seed treatment and seedling rate on the yield and quality of sugarbeet. DAF  Backweston  Leixlip Co Kildare and University College Dublin  Lyons  New Castle  Co Dublin. http://www.agresearchforum.com/publicationsarf/2004/page060.pdf,,,,,,,,,,,,,,
sugar beet seed 4,3.25,kg/ha/yr,Erdal  G.  K. Esengun  H. Erdal  O. Gunduz. 2007. Energy use and economical analysis of sugar beet production in Tokat province of Turkey. Energy 32  35-41.,,,,,,,,,,,,,,
sugar beet seed 5,3.20,kg/ha/yr,Elk mound seed company. http://www.megabuckfoodplot.com/Merchant2/merchant.mvc?Screen=PROD&Product_Code=SugarBeets1lb&Category_Code=,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
miscanthus rhizome 1,50,kg/ha/yr,Elsayed  M.A.  Mortimer  N.D.  Matthews  R.  2003. Carbon and energy balances for a range of biofuels options: Interin report. Resources Research Unit  Sheffield Hallan University  Sheffield  United Kingdon.,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Switchgrass rate stats,0.78,,,,,,,,,,,,,,,,
No. estimates in the population,4,,,,,,,,,,,,,,,,
Standard Deviation,0.55,,,,,,,,,,,,,,,,
Mean,0.78,,,,,,,,,,,,,,,,
95% confidence region,0.54,,,,,,,,,,,,,,,,
switchgrass seed 1,0.55,kg/ha/yr,Walsh M.E.; Becker  D. 1996. Biocost: ASoftware Program to Estimate the Cost of Producing Bioenergy Crops. BIOENERGY ’96 -Proceedings of the Seventh National Bioenergy Conference:Partnerships to Develop and Apply Biomass Technologies Nashville  TN  September 15-20  1996.,,,,,,,,,,,,,,
switchgrass seed 2,0.50,kg/ha/yr,Bullard  M. and P. Metcalfe. 2001. Estimating the energy requirements and CO2 emissions from production of the perennial grasses miscanthus  switchgrass and reed canary grass. Report ETSU  Energy technology support unit  Harwell  United Kingdom.,,,,,,,,,,,,,,
switchgrass seed 3,0.4,kg/ha/yr,Teel  A. and S. Barnhart. 2003. Switchgrass seeding recommendation for the production of biomass fuel in southern Iowa. Iowa State University Extension. PM-1773. http://www.extension.iastate.edu/Publications/PM1773.pdf,,,,,,,,,,,,,,
switchgrass seed 4,1.6,kg/ha/yr,Pimentel D. and T. W. Patzek.2005.Ethanol Production Using Corn  Switchgrass  and Wood;Biodiesel Production Using Soybean and Sunflower.Natural Resources Research  Vol. 14  No. 1.,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Short rotation woody crops (SRC) rates,,,,,,,,,,,,,,,,,
SRC cuttings rate stats,608,,,,,,,,,,,,,,,,
No. estimates in the population,3,,,,,,,,,,,,,,,,
Standard Deviation,299.57,,,,,,,,,,,,,,,,
Mean,608.10,,,,,,,,,,,,,,,,
95% confidence region,338.98,,,,,,,,,,,,,,,,
SRWC cuttings rate 1,665.2,cuttings/ha/yr,Heller  M.C.  Keoleian  G.A.  Volk  T.A.  2003. Life cycle assessment of a willow bioenergy cropping system. Biomass and Bioenergy 25  147-165.,,,,,,,,,,,,,,
SRWC cuttings rate 2,284,cuttings/ha/yr,Elsayed  M.A.  N.D. Mortimer and R. Matthews. 2003. Carbon and energy balances for a range of biofuels options: Interin report. Report no. 21  Resources Research Unit  Sheffield Hallan University  Sheffield  United Kingdon.,,,,,,,,,,,,,,
SRWC cuttings rate 3,875.0,cuttings/ha/yr,Manzone  M.  Airoldi  G.  Balsari  P.  2009. Energetic and economic evaluation of a poplar cultivation for the biomass production in Italy. Biomass and Bioenergy 33  1258-1264.,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Pesticides rates,,,,,,,,,,,,,,,,,
Wheat Herbicides Rate stats,1.07,,,,,,,,,,,,,,,,
No. estimates in the population,2,,,,,,,,,,,,,,,,
Standard Deviation,1.2,,,,,,,,,,,,,,,,
Mean,1.07,,,,,,,,,,,,,,,,
95% confidence region,1.67,,,,,,,,,,,,,,,,
Wheat Herbicides rate 1,0.22,kg/ha/yr,West  T. O.  and G. Marland. 2002. A synthesis of carbon sequestration  carbon emissions  and net carbon flux in agriculture: comparing tillage practices in the United States.Agriculture  Ecosystems & Environment 91:217–232.,,,,,,,,,,,,,,
Wheat Herbicides rate 2,1.92,kg/ha/yr,Pimentel D. 1980. Handbook of Energy Utilization in Agriculture. Boca Raton FL: CRC Press.,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Corn Herbicides Rate stats,3.2,,,,,,,,,,,,,,,,
No. estimates in the population,6,,,,,,,,,,,,,,,,
Standard Deviation,1.5,,,,,,,,,,,,,,,,
Mean,3.22,,,,,,,,,,,,,,,,
95% confidence region,1.2,,,,,,,,,,,,,,,,
Corn Herbicides rate 1,2.8,kg/ha/yr,Wang M. GREET 1.6—transportation fuel-cycle model. Illinois  USA: Argonne National Laboratory; 2000.,,,,,,,,,,,,,,
Corn Herbicides rate 2,2.4,kg/ha/yr,Graboski  M. 2002.Fossil energy use in the manufacture of corn ethanol. National Corn Growers Association Washington  DC  2002. Also available at www.ncga.com/ethanol/main.,,,,,,,,,,,,,,
Corn Herbicides rate 3,2.7,kg/ha/yr,West  T. O.  and G. Marland. 2002. A synthesis of carbon sequestration  carbon emissions  and net carbon flux in agriculture: comparing tillage practices in the United States.Agriculture  Ecosystems & Environment 91:217–232.,,,,,,,,,,,,,,
Corn Herbicides rate 4,2.5,kg/ha/yr,Patzek  P.  2004 Thermodynamics of the corn-ethanol biofuel cycle:Critical Reviews in Plant Sciences  in press.,,,,,,,,,,,,,,
Corn Herbicides rate 5,6.2,kg/ha/yr,Pimentel D. and T. W. Patzek.2005.Ethanol Production Using Corn  Switchgrass  and Wood;Biodiesel Production Using Soybean and Sunflower.Natural Resources Research  Vol. 14  No. 1.,,,,,,,,,,,,,,
Corn Herbicides rate 6,2.8,kg/ha/yr,Shapouri H.  J. A. Duffield  A. Mcaloon. 2004. The 2001 Net Energy Balance of Corn-Ethanol. paper presented at the Corn Utilization and Technology Conference  Indianapolis  June 7-9 .,,,,,,,,,,,,,,
Corn Herbicides rate 7,3.0,kg/ha/yr,de Oliveira  M. E. D.  B. E. Vaughan  and E. J. Rykiel Jr.2005.Ethanol as Fuel: Energy Carbon Dioxide Balances and Ecological Footprint. BioScience 55 593.,,,,,,,,,,,,,,
Corn Herbicides rate 8,2.8,kg/ha/yr,Farrell  A.E.  R.J. Plevin  B.T. Tuner  A.D. Jones  M. O’Hare  D.M. Kamen.2006. Ethanol can contribute to energy and environmental goals. Science vol. 301 – 506-508.,,,,,,,,,,,,,,
Corn Herbicides rate 9,2.0,kg/ha/yr,Kim  S.  B. Dale  R. Jenkins. 2009. Life cycle Assessment of corn grain and corn stover in the United States. Int. J. LCA 14:160 - 174. DOI 10.1007/s11367-008-0054-4.,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Canola Herbicides Rate,3.39,kg/ha/yr,Monsanto . Roundup ready winter canola. http://www.monsanto.com/monsanto/ag_products/pdf/input_traits/winter_Canola.pdf,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Soybeans Herbicides Rate stats,2.0,,,,,,,,,,,,,,,,
No. estimates in the population,2,,,,,,,,,,,,,,,,
Standard Deviation,1.3,,,,,,,,,,,,,,,,
Mean,2.03,,,,,,,,,,,,,,,,
95% confidence region,1.8,,,,,,,,,,,,,,,,
Soybean Herbicides rate 1,2.94,kg/ha/yr,Pimentel D. 1980. Handbook of Energy Utilization in Agriculture. Boca Raton FL: CRC Press.,,,,,,,,,,,,,,
Soybean Herbicides rate 2,1.12,kg/ha/yr,West  T. O.  and G. Marland. 2002. A synthesis of carbon sequestration  carbon emissions  and net carbon flux in agriculture: comparing tillage practices in the United States.Agriculture  Ecosystems & Environment 91:217–232.,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Sugar beet Pesticides Rate stats,1.68,,,,,,,,,,,,,,,,
No. estimates in the population,5,,,,,,,,,,,,,,,,
Standard Deviation,1.8,,,,,,,,,,,,,,,,
Mean,1.68,,,,,,,,,,,,,,,,
95% confidence region,1.5,,,,,,,,,,,,,,,,
Sugar beet herbicide rate 1,0.12,kg/ha/yr,OMAFRA.2002. Herbicide recommendation for sugar beets: postemergence broadleaf herbicide.http://www.omafra.gov.on.ca/english/crops/pub75/13sbepbh.htm,,,,,,,,,,,,,,
Sugar beet herbicide rate 2,0.11,kg/ha/yr,Erdal  G.  K. Esengun  H. Erdal  O. Gunduz. 2007. Energy use and economical analysis of sugar beet production in Tokat province of Turkey. Energy 32  35-41.,,,,,,,,,,,,,,
Sugar beet herbicide rate 3,4.00,kg/ha/yr,Haciseferofullari  H.  M. Acaroglu  I. Gezer. 2003. Determination of the energy balance of the sugar beet plant. Energy sources  25: 15-22.,,,,,,,,,,,,,,
Sugar beet herbicide rate 4,3.00,kg/ha/yr,Mrini  M.  F. Senhaji  and D. Pimentel. 2002. Energy analysis of sugar beet production under traditional and intensive farming systems and impacts on sustainable agriculture in Morocco. Journal of sustainable agriculture  vol. 20.,,,,,,,,,,,,,,
Sugar beet herbicide rate 5,1.15,kg/ha/yr,"Kaltschmitt  M.  G.A. Reinhardt. 1997. ""Nachwachsende energietrager - Grudlagen  verfaben  okologische bilanzierung"". (Renewable energy sources  basis  processess and ecological balance). Vieweg  Branschweig/Weisbaden  Germany",,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Miscanthus pesticides,value,unit,REF.,,,,,,,,,,,,,,
Advance,0.105,kg/ha/yr,Bullard  M. and P. Metcalfe. 2001. Estimating the energy requirements and CO2 emissions from production of the perennial grasses miscanthus  switchgrass and reed canary grass. Report ETSU  Energy technology support unit  Harwell  United Kingdom.,,,,,,,,,,,,,,
Trifolex,0.405,kg/ha/yr,Bullard  M. and P. Metcalfe. 2001. Estimating the energy requirements and CO2 emissions from production of the perennial grasses miscanthus  switchgrass and reed canary grass. Report ETSU  Energy technology support unit  Harwell  United Kingdom.,,,,,,,,,,,,,,
Glyphosate,0.211,kg/ha/yr,Bullard  M. and P. Metcalfe. 2001. Estimating the energy requirements and CO2 emissions from production of the perennial grasses miscanthus  switchgrass and reed canary grass. Report ETSU  Energy technology support unit  Harwell  United Kingdom.,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Switchgrass Herbicides Rate,0.42,kg/ha/yr,Wang  M. 2001.Development and use of GREET 1.6 fuel-cycle model for transportation fuels and vehicle technologies. Tech. Rep. ANL/ESD/TM-163  Argonne National Laboratory  Argonne  IL  2001. www.transportation.anl.gov/pdfs/TA/153.pdf.,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Poplar Herbicides Rate stats,0.27,,,,,,,,,,,,,,,,
No. estimates in the population,8,,,,,,,,,,,,,,,,
Standard Deviation,0.0,,,,,,,,,,,,,,,,
Mean,0.27,,,,,,,,,,,,,,,,
95% confidence region,0.03,,,,,,,,,,,,,,,,
Poplar herbicide rate 1,0.26,kg/ha/yr,Perlack R.D.  J.W. Ranney  L.L. Wright. 1992. Environmental Emissions and Socioeconomic Considerations in the Production  Storage  and Transportation of Biomass Energy Feedstocks. ,,,,,,,,,,,,,,
Poplar herbicide rate 2,0.31,kg/ha/yr,Wang  M.  Saricks  C.  Santini  D.  1999. Effects of Fuel Ethanol Use on Fuel-Cycle Energy and Greenhouse Gas Emissions. Center for Transportation Research Argonne National Laboratory  Argonne  IL  p. 32.,,,,,,,,,,,,,,
Poplar herbicide rate 3,0.24,kg/ha/yr,Rafaschieri  A.  Rapaccini  M.  Manfrida  G.  1999. Life Cycle Assessment of electricity production from poplar energy crops compared with conventional fossil fuels. Energy Conversion and Management 40  1477-1493.,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Willow Herbicides Rate stats,0.43,,,,,,,,,,,,,,,,
No. estimates in the population,4,,,,,,,,,,,,,,,,
Standard Deviation,0.4,,,,,,,,,,,,,,,,
Mean,0.43,,,,,,,,,,,,,,,,
95% confidence region,0.44,,,,,,,,,,,,,,,,
Willow herbicides rate 1,0.11,kg/ha/yr,Thyo K.A.  and H. Wenzel. 2007. Life cycle assessment of biogass from maize silage and manure. http://www.biogasmax.eu/media/life_cycle_assess__074696200_1349_02092008.pdf,,,,,,,,,,,,,,
Willow herbicides rate 2,0.17,kg/ha/yr,Börjesson  P.I.I.  1996. Energy analysis of biomass production and transportation. Biomass and Bioenergy 11  305-318.,,,,,,,,,,,,,,
Willow herbicides rate 3,1.08,kg/ha/yr,Lettens  S.  Muys  B.  Ceulemans  R.  Moons  E.  Garcia  J.  Coppin  P.  2003. Energy budget and greenhouse gas balance evaluation of sustainable coppice systems for electricity production. Biomass and Bioenergy 24  179-197.,,,,,,,,,,,,,,
Willow herbicides rate 4,0.37,kg/ha/yr,Heller  M.C.  Keoleian  G.A.  Volk  T.A.  2003. Life cycle assessment of a willow bioenergy cropping system. Biomass and Bioenergy 25  147-165.,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
